transaction_id,user_id,agent_id,transaction_date,amount,transaction_type,fee
17063,3163,11,2023-03-13,178.42,Bill Payment,2.34
17064,3366,105,2023-01-08,229.13,Transfer,2.94
17065,1417,10,2023-12-28,196.52,Transfer,4.32
17066,3109,221,2023-04-30,48.84,Bill Payment,1.34
17067,517,20,2023-03-31,174.55,Cash In,2.0
17068,850,147,2023-08-23,6.17,Cash In,0.18
17069,1902,255,2023-10-17,368.46,Transfer,7.53
17070,908,130,2023-06-29,117.04,Cash In,3.37
17071,316,247,2023-12-13,129.74,Cash Out,2.37
17072,3244,146,2023-07-26,17.69,Transfer,0.43
17073,1508,82,2023-12-04,33.74,Cash Out,0.75
17074,4123,2,2023-05-08,94.47,Transfer,1.89
17075,1519,248,2023-06-25,418.81,Cash In,8.28
17076,4151,47,2023-01-09,30.19,Cash Out,0.59
17077,1935,79,2023-05-24,87.07,Transfer,2.61
17078,4345,124,2023-04-25,400.54,Cash Out,4.07
17079,1802,82,2023-10-08,286.19,Transfer,5.95
17080,2623,277,2023-08-03,87.99,Cash Out,1.0
17081,857,32,2023-12-17,20.49,Cash In,0.6
17082,1877,275,2023-10-27,163.43,Cash In,1.93
17083,1526,146,2023-07-30,57.11,Cash Out,0.73
17084,1417,280,2023-07-19,179.95,Cash In,4.41
17085,3480,106,2023-04-12,2.81,Cash Out,0.06
17086,3872,158,2023-02-10,66.64,Cash Out,1.17
17087,1795,93,2023-09-30,43.81,Cash In,1.12
17088,3066,246,2023-05-05,258.16,Transfer,2.76
17089,2721,149,2023-10-02,271.46,Cash In,3.99
17090,4205,129,2023-11-13,285.93,Bill Payment,4.4
17091,3677,22,2023-01-11,736.0,Bill Payment,19.06
17092,353,56,2023-05-10,188.87,Bill Payment,2.06
17093,3232,38,2023-01-05,371.58,Cash Out,7.12
17094,1428,19,2023-09-04,182.12,Cash In,2.32
17095,2193,194,2023-11-16,102.18,Bill Payment,2.8
17096,1778,93,2023-01-17,311.61,Cash In,9.27
17097,3537,215,2023-12-23,115.28,Transfer,2.56
17098,1117,175,2023-07-08,593.83,Cash In,16.97
17099,2321,256,2023-03-20,3.99,Transfer,0.07
17100,534,254,2023-03-28,200.21,Cash Out,5.17
17101,1218,45,2023-07-01,631.16,Cash In,14.37
17102,2989,215,2023-10-26,81.42,Cash In,1.62
17103,2229,220,2023-03-23,28.79,Transfer,0.5
17104,1980,28,2023-06-14,67.37,Cash In,1.03
17105,2077,261,2023-07-14,17.09,Transfer,0.2
17106,532,208,2023-10-17,83.27,Bill Payment,2.48
17107,3077,281,2023-08-04,238.22,Cash Out,5.51
17108,1945,129,2023-07-13,324.38,Cash In,3.43
17109,4236,168,2023-03-13,174.81,Cash In,2.95
17110,3100,231,2023-04-19,253.62,Cash In,7.05
17111,4358,167,2023-08-23,10.35,Cash Out,0.26
17112,3830,95,2023-07-20,43.45,Transfer,0.58
17113,4115,76,2023-01-30,97.29,Transfer,1.74
17114,2585,247,2023-11-12,400.66,Transfer,6.67
17115,1549,171,2023-07-01,76.88,Cash Out,2.13
17116,1489,220,2023-11-27,11.49,Transfer,0.15
17117,3660,294,2023-12-07,48.11,Transfer,0.67
17118,228,280,2023-07-26,283.46,Cash In,3.03
17119,4472,254,2023-07-07,302.21,Cash Out,4.58
17120,4832,133,2023-11-01,181.61,Cash In,3.14
17121,4353,236,2023-12-13,903.38,Cash Out,24.3
17122,4929,165,2023-04-18,206.48,Bill Payment,4.18
17123,4797,271,2023-12-12,54.62,Transfer,0.78
17124,699,194,2023-02-22,183.17,Cash In,3.5
17125,438,276,2023-07-11,9.44,Transfer,0.25
17126,1685,158,2023-08-02,217.07,Transfer,6.09
17127,2154,44,2023-10-21,558.96,Transfer,14.37
17128,4711,187,2023-11-23,212.97,Cash In,3.99
17129,2915,132,2023-01-04,201.35,Cash In,3.89
17130,3218,159,2023-11-01,172.78,Cash In,4.27
17131,960,247,2023-06-02,214.16,Transfer,5.25
17132,1840,297,2023-03-26,455.54,Transfer,5.49
17133,278,76,2023-03-05,8.92,Cash In,0.25
17134,4221,8,2023-04-25,9.58,Transfer,0.2
17135,3757,78,2023-01-24,7.43,Cash In,0.08
17136,1344,107,2023-03-06,734.29,Bill Payment,18.65
17137,4771,40,2023-02-21,3.79,Cash Out,0.07
17138,715,105,2023-06-28,68.9,Cash In,1.1
17139,1506,153,2023-08-30,546.93,Bill Payment,7.05
17140,3922,58,2023-09-02,463.7,Bill Payment,6.93
17141,2715,87,2023-11-23,24.04,Bill Payment,0.5
17142,1348,174,2023-01-25,274.64,Cash In,6.2
17143,2443,154,2023-07-16,262.41,Cash In,6.66
17144,4869,298,2023-11-02,233.48,Cash Out,3.29
17145,3961,7,2023-05-20,341.73,Cash In,7.27
17146,1753,56,2023-08-16,283.03,Cash Out,4.4
17147,2506,68,2023-01-20,573.14,Transfer,8.22
17148,1738,300,2023-07-01,635.22,Cash In,14.17
17149,4170,146,2023-06-27,89.73,Cash In,0.94
17150,1109,278,2023-10-02,28.77,Cash In,0.79
17151,2680,260,2023-08-27,594.69,Cash In,16.43
17152,1038,157,2023-12-24,67.59,Transfer,0.78
17153,912,216,2023-03-03,0.55,Cash Out,0.01
17154,4890,168,2023-09-20,24.47,Cash In,0.49
17155,2097,169,2023-09-12,172.2,Cash In,4.89
17156,3014,73,2023-11-20,64.82,Cash In,1.9
17157,359,271,2023-12-09,143.12,Transfer,3.69
17158,1077,77,2023-04-03,283.25,Transfer,2.94
17159,2104,57,2023-06-18,37.84,Cash Out,0.7
17160,4975,99,2023-12-02,0.27,Cash In,0.0
17161,3528,163,2023-06-18,284.45,Cash In,6.66
17162,2303,275,2023-12-04,212.97,Transfer,4.83
17163,4101,277,2023-06-13,83.47,Cash Out,2.13
17164,1605,26,2023-11-10,37.49,Cash Out,0.94
17165,1076,56,2023-05-19,6.25,Cash In,0.07
17166,4049,31,2023-12-09,61.57,Cash In,1.62
17167,329,30,2023-09-25,882.85,Transfer,12.51
17168,3233,24,2023-12-06,82.35,Transfer,1.82
17169,3478,96,2023-10-18,320.89,Transfer,9.48
17170,1003,158,2023-04-07,279.44,Transfer,6.38
17171,4879,121,2023-06-30,20.46,Transfer,0.34
17172,577,154,2023-08-23,57.38,Cash Out,1.15
17173,327,82,2023-10-20,391.52,Transfer,5.23
17174,1528,277,2023-10-07,93.76,Cash In,2.37
17175,2822,126,2023-07-30,255.89,Cash Out,4.67
17176,1466,284,2023-08-05,80.93,Cash In,1.15
17177,3226,124,2023-05-13,91.97,Cash In,2.34
17178,2282,81,2023-07-21,184.65,Bill Payment,3.6
17179,4748,279,2023-11-03,53.68,Cash Out,1.05
17180,2381,181,2023-03-13,127.88,Transfer,2.33
17181,495,162,2023-10-01,257.62,Cash Out,3.06
17182,1139,12,2023-05-01,2.82,Cash In,0.06
17183,2417,130,2023-12-26,446.74,Transfer,9.2
17184,1357,281,2023-06-06,133.26,Transfer,3.14
17185,1154,125,2023-09-07,188.82,Cash In,3.43
17186,3250,172,2023-11-29,269.46,Cash In,3.63
17187,2143,134,2023-10-16,29.49,Bill Payment,0.38
17188,3389,39,2023-02-10,388.46,Transfer,6.67
17189,1125,178,2023-09-14,89.97,Cash Out,1.03
17190,802,280,2023-03-04,10.44,Bill Payment,0.11
17191,2043,5,2023-05-02,479.2,Transfer,13.78
17192,208,54,2023-03-23,317.58,Cash Out,4.89
17193,2655,266,2023-03-21,88.41,Cash In,1.24
17194,473,82,2023-01-24,377.96,Cash Out,7.1
17195,1639,221,2023-04-04,206.39,Cash Out,2.07
17196,136,241,2023-02-23,315.02,Cash In,5.56
17197,4357,94,2023-01-06,678.63,Cash Out,14.57
17198,1171,69,2023-08-15,13.09,Cash Out,0.38
17199,458,6,2023-09-05,303.06,Cash Out,8.9
17200,1437,206,2023-05-26,13.62,Transfer,0.14
17201,3572,16,2023-11-21,225.49,Cash In,3.16
17202,2149,60,2023-08-19,330.7,Transfer,5.87
17203,4243,142,2023-11-27,100.09,Cash In,1.64
17204,4813,289,2023-02-15,52.65,Cash In,0.9
17205,507,206,2023-04-30,50.79,Cash In,1.28
17206,2606,40,2023-12-21,76.06,Cash Out,0.99
17207,2384,9,2023-05-18,267.49,Transfer,7.38
17208,446,91,2023-12-04,915.32,Transfer,26.54
17209,2782,195,2023-10-06,816.52,Cash Out,19.11
17210,444,202,2023-02-06,48.72,Cash Out,0.69
17211,118,48,2023-03-29,30.26,Cash Out,0.7
17212,1541,266,2023-06-09,34.9,Cash In,0.75
17213,2771,245,2023-06-10,172.71,Transfer,1.91
17214,567,262,2023-08-21,179.29,Cash In,4.02
17215,3603,31,2023-03-13,460.77,Cash In,11.92
17216,1937,262,2023-06-22,100.62,Transfer,1.7
17217,4184,34,2023-05-23,401.55,Transfer,10.06
17218,1653,245,2023-06-16,34.65,Cash Out,0.72
17219,4572,268,2023-02-01,356.18,Cash Out,9.97
17220,4391,294,2023-08-23,88.87,Cash In,2.63
17221,4816,211,2023-12-26,373.15,Bill Payment,4.66
17222,4782,135,2023-10-14,75.63,Bill Payment,1.42
17223,2687,64,2023-12-27,268.73,Transfer,7.06
17224,1204,247,2023-01-14,386.09,Transfer,10.57
17225,2938,277,2023-11-03,25.83,Transfer,0.52
17226,406,78,2023-02-11,23.86,Cash In,0.44
17227,3908,164,2023-12-28,261.0,Cash Out,4.92
17228,4215,77,2023-03-18,233.33,Cash Out,2.37
17229,4080,177,2023-02-19,38.58,Bill Payment,0.59
17230,313,97,2023-01-31,1410.82,Cash In,26.88
17231,163,139,2023-01-18,30.3,Cash Out,0.49
17232,1529,243,2023-07-31,136.91,Cash In,3.48
17233,4389,251,2023-01-24,52.4,Cash In,1.44
17234,4786,280,2023-09-29,17.44,Cash In,0.26
17235,1566,278,2023-05-19,119.64,Cash In,3.47
17236,4769,171,2023-02-20,1251.76,Cash In,31.27
17237,399,179,2023-06-13,636.52,Transfer,11.39
17238,3587,177,2023-07-27,93.91,Cash Out,2.38
17239,1048,278,2023-01-14,139.0,Transfer,2.42
17240,1943,18,2023-12-21,467.43,Cash In,7.54
17241,3131,300,2023-12-27,487.35,Transfer,13.18
17242,2797,109,2023-09-08,301.61,Cash In,3.13
17243,240,32,2023-12-05,59.75,Transfer,0.66
17244,2359,56,2023-04-08,93.0,Cash Out,1.74
17245,672,228,2023-08-25,170.19,Cash In,3.51
17246,2620,74,2023-07-13,386.38,Bill Payment,8.66
17247,2462,9,2023-12-31,116.36,Cash In,1.6
17248,3394,89,2023-11-30,195.67,Cash Out,3.66
17249,402,132,2023-01-26,105.68,Transfer,2.17
17250,2107,294,2023-03-18,177.83,Transfer,4.08
17251,4149,238,2023-01-19,2.89,Bill Payment,0.04
17252,1088,250,2023-03-19,92.83,Cash Out,1.96
17253,1143,42,2023-10-25,290.93,Bill Payment,3.61
17254,4382,231,2023-04-16,5.0,Cash Out,0.13
17255,2066,170,2023-09-24,340.37,Cash Out,5.05
17256,3909,90,2023-06-12,844.72,Transfer,24.66
17257,4256,191,2023-06-19,134.17,Transfer,3.61
17258,3960,277,2023-12-20,37.68,Cash Out,0.65
17259,142,127,2023-10-23,381.2,Bill Payment,10.79
17260,397,133,2023-04-28,315.28,Cash Out,5.49
17261,2628,286,2023-01-04,774.35,Cash In,11.42
17262,4630,63,2023-12-19,56.43,Transfer,1.46
17263,1556,240,2023-04-12,41.4,Cash Out,1.04
17264,2509,38,2023-06-22,28.78,Cash In,0.46
17265,4382,164,2023-03-28,117.43,Cash In,1.19
17266,1029,38,2023-01-08,259.78,Transfer,6.69
17267,2177,279,2023-12-25,30.93,Cash Out,0.75
17268,671,151,2023-03-17,111.14,Cash In,1.86
17269,4595,58,2023-01-18,57.22,Bill Payment,1.64
17270,1856,176,2023-03-08,100.83,Cash In,2.28
17271,3430,243,2023-04-23,10.55,Cash Out,0.29
17272,2079,174,2023-05-12,98.02,Transfer,2.42
17273,2007,143,2023-01-21,15.11,Bill Payment,0.34
17274,1689,257,2023-03-14,294.42,Transfer,8.25
17275,4432,100,2023-08-29,9.0,Transfer,0.2
17276,570,202,2023-02-13,82.74,Cash Out,1.12
17277,4695,33,2023-03-02,27.6,Transfer,0.75
17278,1147,152,2023-04-02,250.14,Cash Out,6.78
17279,3775,70,2023-05-07,30.69,Cash In,0.59
17280,865,142,2023-07-26,211.18,Transfer,2.18
17281,4901,246,2023-03-09,191.37,Cash Out,4.61
17282,4410,96,2023-04-30,175.76,Cash Out,1.84
17283,28,84,2023-10-09,61.84,Bill Payment,1.6
17284,1030,125,2023-03-07,437.52,Cash In,8.31
17285,1997,166,2023-12-07,41.98,Transfer,1.09
17286,1342,139,2023-01-18,91.37,Bill Payment,1.37
17287,1249,160,2023-03-07,260.22,Cash Out,4.74
17288,2137,286,2023-05-15,51.15,Cash In,0.85
17289,2088,86,2023-05-06,186.79,Bill Payment,3.44
17290,681,139,2023-06-21,251.1,Cash Out,4.58
17291,375,105,2023-04-06,160.07,Cash Out,4.01
17292,3370,78,2023-03-20,78.11,Cash In,2.27
17293,3046,219,2023-11-10,309.28,Cash In,7.69
17294,2338,192,2023-02-19,22.78,Transfer,0.5
17295,806,188,2023-06-07,51.93,Cash In,0.96
17296,3040,196,2023-06-25,92.78,Cash In,2.77
17297,279,74,2023-11-23,124.67,Cash In,1.57
17298,1406,261,2023-01-24,4.72,Cash In,0.11
17299,788,292,2023-12-03,236.31,Cash Out,3.63
17300,1333,143,2023-04-13,39.35,Transfer,0.97
17301,4373,295,2023-01-05,444.46,Cash In,6.93
17302,3148,38,2023-09-14,72.84,Cash Out,0.98
17303,2346,36,2023-09-06,63.6,Transfer,1.43
17304,3450,115,2023-10-26,26.09,Cash Out,0.74
17305,433,2,2023-08-01,279.4,Cash In,5.09
17306,1010,15,2023-05-05,534.21,Cash Out,9.84
17307,3850,84,2023-06-07,309.48,Transfer,7.12
17308,317,254,2023-11-20,396.68,Cash In,9.55
17309,4217,226,2023-07-16,203.55,Cash Out,3.05
17310,1366,188,2023-10-24,84.73,Cash In,2.07
17311,4400,25,2023-10-03,276.44,Cash In,5.42
17312,936,270,2023-10-20,43.8,Transfer,1.25
17313,3519,240,2023-12-03,1.46,Transfer,0.03
17314,3788,246,2023-11-25,89.62,Transfer,1.57
17315,2769,177,2023-05-31,177.18,Cash Out,5.28
17316,496,163,2023-07-31,215.91,Cash Out,5.74
17317,3593,214,2023-09-22,113.77,Transfer,1.25
17318,2233,261,2023-08-06,383.73,Cash In,7.1
17319,4019,236,2023-03-22,339.08,Transfer,9.37
17320,2936,145,2023-07-31,1.41,Cash In,0.04
17321,4809,69,2023-08-11,240.12,Cash Out,4.79
17322,4446,251,2023-07-29,254.99,Transfer,7.14
17323,2368,54,2023-08-01,294.69,Cash Out,4.01
17324,2585,175,2023-04-01,303.95,Cash Out,7.6
17325,906,223,2023-11-15,39.69,Cash Out,0.87
17326,3228,177,2023-01-26,47.08,Cash In,0.88
17327,1828,62,2023-08-24,157.27,Bill Payment,1.68
17328,3723,16,2023-10-22,76.77,Cash Out,0.88
17329,2581,209,2023-05-23,180.75,Cash Out,3.38
17330,4598,135,2023-07-09,125.1,Transfer,1.9
17331,1516,43,2023-09-07,64.37,Bill Payment,1.73
17332,4623,172,2023-02-27,229.96,Cash Out,5.47
17333,4807,80,2023-04-18,122.49,Transfer,3.65
17334,3004,188,2023-01-31,349.45,Cash Out,9.84
17335,112,127,2023-07-30,8.97,Cash Out,0.21
17336,1673,7,2023-04-14,52.76,Cash In,0.83
17337,2303,22,2023-04-19,0.09,Cash Out,0.0
17338,1651,24,2023-07-15,108.49,Cash In,2.42
17339,4396,298,2023-04-27,46.31,Bill Payment,1.24
17340,2475,251,2023-10-20,49.88,Bill Payment,1.28
17341,3996,150,2023-03-03,235.97,Cash In,4.63
17342,1891,163,2023-02-16,311.26,Transfer,4.65
17343,307,116,2023-07-18,59.29,Cash In,0.79
17344,121,183,2023-02-25,190.76,Transfer,5.57
17345,3102,246,2023-08-28,173.54,Transfer,2.44
17346,1278,131,2023-09-30,0.88,Transfer,0.03
17347,1428,275,2023-10-26,557.19,Cash In,10.55
17348,3103,125,2023-07-08,83.15,Bill Payment,1.97
17349,1186,215,2023-05-22,74.05,Cash Out,1.12
17350,1456,289,2023-07-29,177.22,Cash In,4.62
17351,1180,271,2023-04-23,89.96,Cash In,2.26
17352,1347,69,2023-07-27,70.52,Cash Out,1.34
17353,629,256,2023-03-14,266.32,Cash Out,5.81
17354,1215,287,2023-09-24,268.23,Cash Out,2.9
17355,1962,262,2023-06-04,231.31,Cash Out,3.26
17356,2996,147,2023-08-10,388.97,Cash Out,10.92
17357,4613,15,2023-05-22,137.42,Cash Out,2.94
17358,4941,290,2023-09-27,211.37,Transfer,5.66
17359,1548,177,2023-10-12,1064.35,Bill Payment,29.38
17360,4916,82,2023-05-19,54.71,Transfer,1.09
17361,2859,174,2023-06-21,373.89,Cash Out,6.83
17362,762,51,2023-01-14,46.93,Cash Out,0.62
17363,2367,267,2023-05-07,119.3,Cash Out,2.81
17364,4207,4,2023-01-03,105.89,Cash In,1.87
17365,1842,297,2023-05-20,276.66,Cash Out,5.88
17366,4903,257,2023-11-10,232.83,Transfer,5.07
17367,1497,9,2023-09-27,293.31,Cash In,8.1
17368,3920,273,2023-10-24,159.27,Cash In,3.08
17369,3089,257,2023-09-30,15.79,Cash In,0.33
17370,1244,148,2023-07-28,180.39,Transfer,4.04
17371,4583,192,2023-08-28,59.38,Bill Payment,1.09
17372,4907,124,2023-12-20,113.97,Transfer,1.45
17373,2044,204,2023-08-10,24.75,Cash In,0.47
17374,3377,85,2023-03-28,45.95,Bill Payment,0.51
17375,517,158,2023-10-08,117.23,Cash Out,1.63
17376,835,23,2023-09-03,240.86,Cash In,6.0
17377,624,120,2023-10-15,87.26,Cash Out,1.96
17378,1048,56,2023-08-12,100.11,Transfer,2.59
17379,1565,2,2023-10-26,206.1,Transfer,4.69
17380,3983,216,2023-02-26,45.74,Cash Out,0.89
17381,497,33,2023-06-11,23.44,Cash Out,0.38
17382,2430,249,2023-05-07,430.34,Transfer,8.76
17383,2264,237,2023-06-10,75.95,Bill Payment,1.89
17384,543,108,2023-11-09,90.52,Cash Out,0.93
17385,916,271,2023-02-20,324.44,Transfer,4.52
17386,1802,288,2023-07-07,51.8,Cash Out,0.61
17387,3083,162,2023-05-15,370.21,Cash In,7.1
17388,82,287,2023-05-10,208.06,Transfer,4.07
17389,1180,271,2023-06-12,300.31,Cash Out,6.8
17390,166,148,2023-02-17,144.7,Cash Out,2.83
17391,2256,106,2023-09-20,13.75,Cash In,0.39
17392,2072,31,2023-09-09,277.01,Transfer,6.44
17393,807,258,2023-03-08,74.27,Bill Payment,2.2
17394,2739,269,2023-08-05,203.83,Cash Out,4.09
17395,332,271,2023-11-23,19.95,Cash Out,0.29
17396,3591,25,2023-07-02,230.61,Transfer,5.42
17397,1535,28,2023-08-24,33.5,Cash Out,0.39
17398,181,105,2023-12-13,38.65,Cash In,1.13
17399,1317,268,2023-05-30,87.03,Transfer,2.09
17400,1107,213,2023-06-05,584.9,Transfer,8.61
17401,1590,186,2023-09-18,90.49,Cash Out,2.5
17402,2487,144,2023-03-07,74.21,Transfer,0.75
17403,2591,190,2023-02-17,65.01,Cash In,0.89
17404,2241,74,2023-01-24,237.32,Cash In,6.27
17405,488,91,2023-06-09,500.83,Cash In,7.41
17406,612,52,2023-12-08,108.03,Cash In,1.73
17407,3421,286,2023-03-28,171.2,Cash In,5.02
17408,3195,97,2023-02-24,331.05,Cash In,4.9
17409,1398,16,2023-05-04,155.55,Cash Out,4.47
17410,1457,138,2023-03-03,215.66,Transfer,4.18
17411,2194,143,2023-07-17,259.56,Transfer,5.7
17412,3075,282,2023-05-30,456.57,Cash Out,5.2
17413,1338,189,2023-03-19,65.49,Bill Payment,1.17
17414,4423,15,2023-01-25,9.8,Cash In,0.24
17415,2201,134,2023-06-15,710.78,Cash In,8.85
17416,4498,109,2023-11-30,1356.04,Cash In,23.66
17417,2868,129,2023-03-26,450.33,Cash Out,12.02
17418,4584,114,2023-04-07,74.45,Cash Out,2.19
17419,3883,87,2023-08-22,131.21,Transfer,3.66
17420,2115,226,2023-09-22,290.81,Cash In,6.84
17421,2137,163,2023-08-22,40.26,Cash In,0.85
17422,79,124,2023-11-01,482.15,Transfer,13.92
17423,378,107,2023-08-09,371.72,Cash In,7.7
17424,165,129,2023-12-10,241.75,Cash In,5.15
17425,4845,294,2023-02-22,393.88,Cash Out,11.1
17426,1721,239,2023-07-16,161.74,Bill Payment,3.71
17427,2985,41,2023-09-15,25.28,Bill Payment,0.37
17428,155,140,2023-12-09,54.73,Transfer,0.55
17429,1147,138,2023-02-01,178.58,Cash Out,3.45
17430,1064,155,2023-04-06,702.91,Cash In,16.65
17431,2217,234,2023-05-26,3.28,Cash In,0.06
17432,2840,45,2023-09-29,214.56,Transfer,5.74
17433,1464,267,2023-09-29,290.69,Transfer,7.48
17434,3471,254,2023-11-07,390.93,Transfer,7.04
17435,1517,280,2023-02-28,589.82,Cash In,14.0
17436,3051,40,2023-02-24,22.43,Cash In,0.61
17437,4424,293,2023-08-04,39.0,Cash Out,1.07
17438,1527,259,2023-07-01,26.16,Cash Out,0.76
17439,3611,68,2023-12-05,404.93,Cash In,10.19
17440,2393,233,2023-09-09,28.25,Cash In,0.53
17441,789,94,2023-10-23,6.51,Cash Out,0.18
17442,2549,207,2023-05-09,3.85,Transfer,0.06
17443,4658,287,2023-09-24,105.62,Cash In,1.24
17444,4609,293,2023-08-31,189.66,Cash Out,2.6
17445,516,114,2023-08-20,51.78,Cash Out,1.36
17446,3063,43,2023-03-24,68.33,Cash Out,1.91
17447,4763,85,2023-05-13,24.92,Cash Out,0.64
17448,1568,99,2023-01-21,123.37,Cash Out,1.85
17449,1449,260,2023-02-24,138.3,Cash In,2.95
17450,967,199,2023-01-23,220.72,Cash In,3.53
17451,364,122,2023-09-23,158.2,Cash In,4.4
17452,108,29,2023-12-23,62.66,Transfer,0.9
17453,3095,99,2023-06-22,421.92,Cash Out,10.48
17454,623,96,2023-02-03,82.87,Bill Payment,1.55
17455,4417,244,2023-11-16,241.22,Transfer,3.32
17456,510,139,2023-12-30,249.44,Transfer,4.89
17457,1065,289,2023-12-07,23.39,Cash Out,0.51
17458,3866,233,2023-03-05,152.28,Cash Out,2.96
17459,304,121,2023-06-17,107.58,Transfer,1.33
17460,969,17,2023-02-13,423.36,Transfer,4.48
17461,1439,140,2023-04-21,100.0,Transfer,1.82
17462,3522,1,2023-05-25,24.0,Cash In,0.45
17463,3872,184,2023-10-25,422.07,Cash In,9.37
17464,3501,23,2023-01-07,446.88,Bill Payment,8.02
17465,2200,7,2023-09-01,258.95,Cash Out,2.81
17466,4355,53,2023-06-29,173.32,Transfer,5.17
17467,3902,232,2023-07-05,339.1,Bill Payment,5.59
17468,2271,263,2023-10-05,33.95,Bill Payment,0.48
17469,230,98,2023-07-02,226.85,Cash Out,3.39
17470,2487,194,2023-11-02,35.94,Bill Payment,0.96
17471,150,253,2023-06-23,287.57,Transfer,7.73
17472,910,209,2023-09-29,29.49,Transfer,0.82
17473,3529,74,2023-11-29,260.73,Cash In,4.94
17474,978,5,2023-06-20,25.14,Bill Payment,0.45
17475,635,164,2023-06-12,311.24,Transfer,8.4
17476,4718,300,2023-05-05,34.37,Transfer,1.0
17477,2191,122,2023-11-10,114.41,Cash Out,1.64
17478,4150,139,2023-06-07,402.17,Cash Out,7.7
17479,4940,149,2023-11-21,268.66,Cash In,6.78
17480,3475,35,2023-02-08,390.58,Bill Payment,11.23
17481,3781,291,2023-11-13,212.6,Cash In,4.06
17482,1866,35,2023-04-12,96.3,Cash Out,1.6
17483,299,167,2023-12-24,85.39,Cash In,0.93
17484,2740,289,2023-07-31,31.31,Transfer,0.73
17485,3726,77,2023-06-16,116.29,Bill Payment,2.48
17486,3392,232,2023-09-18,460.98,Cash Out,9.65
17487,4541,248,2023-09-04,292.75,Cash In,5.56
17488,98,294,2023-03-20,7.42,Cash In,0.14
17489,3198,42,2023-03-23,42.49,Transfer,0.65
17490,2106,173,2023-08-17,218.88,Transfer,3.24
17491,4273,30,2023-08-23,49.67,Bill Payment,1.05
17492,4815,163,2023-06-04,104.86,Cash In,2.88
17493,3523,28,2023-08-09,511.86,Transfer,12.85
17494,4419,173,2023-08-05,524.81,Cash In,15.09
17495,846,154,2023-07-31,61.08,Transfer,1.6
17496,4186,226,2023-01-21,175.31,Cash In,2.69
17497,4227,125,2023-02-09,241.82,Cash Out,4.99
17498,3882,157,2023-04-14,49.03,Cash In,1.43
17499,1053,194,2023-07-13,18.62,Transfer,0.48
17500,3849,263,2023-10-31,79.38,Bill Payment,1.54
17501,3616,75,2023-06-19,634.05,Cash Out,11.59
17502,3158,123,2023-06-23,367.11,Cash Out,4.25
17503,2106,80,2023-04-18,23.99,Transfer,0.34
17504,994,134,2023-12-06,417.45,Transfer,8.19
17505,3097,259,2023-01-11,216.82,Cash Out,2.72
17506,190,93,2023-07-13,136.26,Cash In,1.54
17507,2124,117,2023-08-27,152.6,Transfer,2.44
17508,2419,168,2023-07-08,269.03,Transfer,4.42
17509,4995,17,2023-05-23,139.25,Transfer,2.7
17510,2899,230,2023-10-09,148.75,Transfer,2.05
17511,4602,11,2023-01-20,80.05,Cash Out,1.75
17512,1967,61,2023-02-28,282.66,Cash In,4.26
17513,4279,245,2023-07-27,80.19,Transfer,2.38
17514,4250,70,2023-08-03,422.54,Transfer,4.97
17515,3412,241,2023-04-13,289.05,Transfer,5.49
17516,3947,194,2023-05-18,131.35,Cash In,1.94
17517,1047,169,2023-03-25,171.05,Cash Out,4.37
17518,2574,232,2023-07-21,575.04,Cash Out,7.69
17519,606,94,2023-10-09,137.56,Transfer,2.2
17520,1367,132,2023-05-20,297.78,Cash Out,3.33
17521,2927,7,2023-11-23,41.05,Bill Payment,0.46
17522,1959,82,2023-12-19,69.94,Cash Out,0.92
17523,1065,136,2023-12-30,27.76,Cash In,0.41
17524,518,79,2023-01-18,97.18,Cash In,1.04
17525,2455,10,2023-09-06,534.03,Cash In,10.51
17526,4234,110,2023-10-31,12.05,Bill Payment,0.23
17527,3808,251,2023-02-11,267.17,Cash Out,4.94
17528,2590,194,2023-11-28,374.16,Cash In,9.27
17529,2273,106,2023-10-15,148.59,Cash In,2.22
17530,2309,207,2023-12-23,253.65,Cash In,4.76
17531,1103,150,2023-08-25,495.43,Cash Out,12.75
17532,4793,226,2023-12-29,198.72,Cash In,3.94
17533,811,260,2023-06-18,502.61,Cash In,15.07
17534,3764,89,2023-05-11,59.92,Cash In,0.93
17535,4569,69,2023-04-30,3.64,Bill Payment,0.06
17536,77,183,2023-02-17,38.19,Transfer,1.0
17537,2310,47,2023-06-25,555.91,Cash Out,7.87
17538,1026,283,2023-02-18,132.15,Cash In,1.48
17539,2065,146,2023-08-20,125.71,Cash Out,1.3
17540,4440,121,2023-09-08,376.88,Cash Out,10.62
17541,2742,67,2023-02-27,337.46,Cash Out,9.54
17542,4942,2,2023-05-24,121.07,Cash Out,3.19
17543,4000,245,2023-07-12,270.91,Transfer,4.11
17544,3229,101,2023-04-02,142.27,Cash Out,1.98
17545,4270,141,2023-10-28,80.27,Transfer,2.24
17546,3559,168,2023-12-20,111.03,Cash In,2.58
17547,846,12,2023-12-02,235.19,Cash Out,6.61
17548,693,43,2023-09-03,60.98,Transfer,1.09
17549,4049,72,2023-04-14,35.58,Cash In,0.77
17550,1333,4,2023-12-12,56.18,Cash Out,0.63
17551,3038,165,2023-10-05,440.36,Transfer,6.59
17552,4333,164,2023-12-10,189.57,Transfer,3.69
17553,1275,32,2023-09-20,76.12,Transfer,1.31
17554,1245,185,2023-03-06,188.5,Cash In,5.44
17555,338,140,2023-08-30,373.97,Cash Out,8.19
